load_ts,user,time
2022-12-20 08:05:00.000,DadDadDad,00:01:30
2022-12-20 08:10:00.000,BlandSoup,00:07:09
2022-12-20 08:35:00.000,Readytostartagain,00:01:26
2022-12-20 09:41:00.000,JoyDivisionOvenGlovesx,00:00:49
2022-12-20 17:18:00.000,hoochyhag,00:06:15
2022-12-20 20:34:00.000,MarmiteWine,00:01:08
2022-12-21 00:02:00.000,Drywhitefruitycidergin,00:03:21
2022-12-21 00:26:00.000,Sunbird24,00:00:44
2022-12-21 00:54:00.000,Floralnomad,00:01:33
2022-12-21 01:19:00.000,LikeTearsInRain,00:01:34
2022-12-21 07:50:00.000,BlandSoup,00:01:11
2022-12-21 08:16:00.000,JoyDivisionOvenGlovesx,00:00:49
2022-12-21 08:19:00.000,Stokey,00:01:22
2022-12-21 08:24:00.000,Readytostartagain,00:01:17
2022-12-21 08:47:00.000,Hepzibar,00:03:00
2022-12-21 08:50:00.000,DadDadDad,00:01:29
2022-12-21 10:56:00.000,MarmiteWine,00:00:52
2022-12-21 10:57:00.000,oviraptor21,00:00:58
2022-12-21 16:07:00.000,hoochyhag,00:05:08
2022-12-22 00:25:00.000,Drywhitefruitycidergin,00:04:38
2022-12-22 00:42:00.000,Floralnomad,00:02:35
2022-12-22 06:58:00.000,JoyDivisionOvenGlovesx,00:01:27
2022-12-22 07:18:00.000,Sunbird24,00:01:23
2022-12-22 07:22:00.000,Swissnotswiss,00:08:27
2022-12-22 08:54:00.000,DadDadDad,00:03:34
2022-12-22 08:59:00.000,Stokey,00:05:24
2022-12-22 09:39:00.000,MarmiteWine,00:04:19
2022-12-22 10:14:00.000,oviraptor21,00:01:44
2022-12-22 17:11:00.000,Readytostartagain,00:05:35
2022-12-23 00:41:00.000,Floralnomad,00:01:09
2022-12-23 00:48:00.000,Drywhitefruitycidergin,00:02:31
2022-12-23 07:13:00.000,Sunbird24,00:00:41
2022-12-23 07:20:00.000,JoyDivisionOvenGlovesx,00:00:45
2022-12-23 07:42:00.000,oviraptor21,00:01:26
2022-12-23 07:58:00.000,DadDadDad,00:01:47
2022-12-23 08:07:00.000,Hepzibar,00:02:19
2022-12-23 08:29:00.000,UmbilicusProfundus,00:01:51
2022-12-23 08:52:00.000,LikeTearsInRain,00:02:50
2022-12-23 08:54:00.000,MarmiteWine,00:00:52
2022-12-23 13:53:00.000,Readytostartagain,00:00:59
2022-12-23 17:05:00.000,hoochyhag,00:09:47
2022-12-24 00:09:00.000,Sunbird24,00:00:39
2022-12-24 00:11:00.000,Drywhitefruitycidergin,00:02:39
2022-12-24 00:57:00.000,Floralnomad,00:01:36
2022-12-24 07:36:00.000,DadDadDad,00:02:24
2022-12-24 08:03:00.000,Hepzibar,00:03:46
2022-12-24 08:04:00.000,oviraptor21,00:00:13
2022-12-24 08:07:00.000,JoyDivisionOvenGlovesx,00:00:57
2022-12-24 08:37:00.000,Readytostartagain,00:01:37
2022-12-24 08:53:00.000,UmbilicusProfundus,00:01:22
2022-12-24 21:09:00.000,MarmiteWine,00:00:55
2022-12-25 00:09:00.000,bruffin,00:01:32
2022-12-25 00:43:00.000,Sunbird24,00:00:33
2022-12-25 00:46:00.000,Floralnomad,00:00:48
2022-12-25 06:55:00.000,JoyDivisionOvenGlovesx,00:00:48
2022-12-25 07:58:00.000,DadDadDad,00:00:56
2022-12-25 08:13:00.000,Swissnotswiss,00:01:17
2022-12-25 08:13:00.000,Hepzibar,00:01:37
2022-12-25 08:25:00.000,UmbilicusProfundus,00:00:58
2022-12-25 08:50:00.000,Readytostartagain,00:00:52
2022-12-25 09:19:00.000,Drywhitefruitycidergin,00:02:05
2022-12-25 09:24:00.000,oviraptor21,00:00:41
2022-12-25 17:39:00.000,hoochyhag,00:04:18
2022-12-25 22:10:00.000,MarmiteWine,00:00:43
2022-12-26 02:56:00.000,Sunbird24,00:00:55
2022-12-26 05:08:00.000,Drywhitefruitycidergin,00:01:51
2022-12-26 08:10:00.000,DadDadDad,00:02:40
2022-12-26 08:17:00.000,BlandSoup,00:01:12
2022-12-26 08:31:00.000,oviraptor21,00:01:55
2022-12-26 08:31:00.000,Stokey,00:01:00
2022-12-26 08:35:00.000,Hepzibar,00:01:45
2022-12-26 08:58:00.000,JoyDivisionOvenGlovesx,00:00:51
2022-12-26 09:00:00.000,BakeOffRewatch,00:00:39
2022-12-26 13:39:00.000,UmbilicusProfundus,00:00:33
2022-12-26 17:51:00.000,Readytostartagain,00:01:48
2022-12-26 20:00:00.000,MarmiteWine,00:01:30
2022-12-26 20:25:00.000,Floralnomad,00:01:38
2022-12-27 00:24:00.000,Drywhitefruitycidergin,00:01:54
2022-12-27 00:32:00.000,Floralnomad,00:01:18
2022-12-27 00:53:00.000,Sunbird24,00:00:43
2022-12-27 08:02:00.000,Hepzibar,00:02:01
2022-12-27 08:04:00.000,UmbilicusProfundus,00:01:22
2022-12-27 08:28:00.000,Stokey,00:02:00
2022-12-27 08:29:00.000,JoyDivisionOvenGlovesx,00:01:00
2022-12-27 09:02:00.000,DadDadDad,00:02:43
2022-12-27 09:17:00.000,Readytostartagain,00:03:44
2022-12-27 09:23:00.000,oviraptor21,00:09:02
2022-12-27 10:12:00.000,MarmiteWine,00:01:14
2022-12-27 16:11:00.000,hoochyhag,00:03:33
2022-12-28 00:18:00.000,Drywhitefruitycidergin,00:03:54
2022-12-28 00:29:00.000,Floralnomad,00:01:06
2022-12-28 04:29:00.000,Sunbird24,00:00:35
2022-12-28 08:13:00.000,Stokey,00:01:11
2022-12-28 08:26:00.000,MarmiteWine,00:00:52
2022-12-28 08:32:00.000,oviraptor21,00:00:18
2022-12-28 08:33:00.000,Hepzibar,00:01:46
2022-12-28 09:19:00.000,Swissnotswiss,00:01:22
2022-12-28 09:19:00.000,DadDadDad,00:01:32
2022-12-28 09:36:00.000,JoyDivisionOvenGlovesx,00:00:54
2022-12-28 17:28:00.000,hoochyhag,00:02:43
2022-12-28 19:13:00.000,Readytostartagain,00:01:07
2022-12-29 00:24:00.000,Drywhitefruitycidergin,00:06:02
2022-12-29 00:46:00.000,Floralnomad,00:01:56
2022-12-29 07:28:00.000,Stokey,00:03:11
2022-12-29 07:33:00.000,JoyDivisionOvenGlovesx,00:02:04
2022-12-29 08:40:00.000,DadDadDad,00:01:47
2022-12-29 08:46:00.000,Hepzibar,00:02:57
2022-12-29 08:47:00.000,Albaniarocks,00:00:49
2022-12-29 09:59:00.000,UmbilicusProfundus,00:01:03
2022-12-29 10:27:00.000,Readytostartagain,00:01:20
2022-12-29 11:33:00.000,Sunbird24,00:00:47
2022-12-29 13:41:00.000,MarmiteWine,00:00:51
2022-12-29 17:16:00.000,hoochyhag,00:07:47
2022-12-30 01:33:00.000,Floralnomad,00:01:57
2022-12-30 01:41:00.000,Sunbird24,00:00:42
2022-12-30 07:03:00.000,sanityisamyth,00:03:18
2022-12-30 07:22:00.000,UmbilicusProfundus,00:01:59
2022-12-30 07:57:00.000,Hepzibar,00:02:34
2022-12-30 09:32:00.000,DadDadDad,00:05:52
2022-12-30 09:44:00.000,oviraptor21,00:01:16
2022-12-30 10:39:00.000,JoyDivisionOvenGlovesx,00:01:26
2022-12-30 11:02:00.000,Stokey,00:02:12
2022-12-30 13:59:00.000,Readytostartagain,00:03:38
2022-12-30 15:16:00.000,MarmiteWine,00:01:14
2022-12-30 16:23:00.000,hoochyhag,00:10:09
2022-12-31 01:15:00.000,Floralnomad,00:03:02
2022-12-31 01:39:00.000,Sunbird24,00:01:15
2022-12-31 06:46:00.000,MarmiteWine,00:01:07
2022-12-31 08:44:00.000,DadDadDad,00:03:53
2022-12-31 08:51:00.000,JoyDivisionOvenGlovesx,00:00:55
2022-12-31 09:43:00.000,Readytostartagain,00:02:31
2022-12-31 16:39:00.000,hoochyhag,00:05:18
2022-12-31 21:29:00.000,Hepzibar,00:02:00
2023-01-01 00:41:00.000,BlandSoup,00:01:41
2023-01-01 00:51:00.000,Drywhitefruitycidergin,00:01:50
2023-01-01 00:59:00.000,Floralnomad,00:00:59
2023-01-01 00:59:00.000,Y7drama,00:01:30
2023-01-01 01:34:00.000,Sunbird24,00:00:44
2023-01-01 05:24:00.000,sanityisamyth,00:00:58
2023-01-01 07:57:00.000,JoyDivisionOvenGlovesx,00:00:51
2023-01-01 08:23:00.000,DadDadDad,00:01:44
2023-01-01 08:40:00.000,Readytostartagain,00:01:49
2023-01-01 08:54:00.000,Hepzibar,00:01:20
2023-01-01 11:02:00.000,oviraptor21,00:00:52
2023-01-01 12:00:00.000,Buttalapasta,00:00:58
2023-01-01 12:05:00.000,FeinCuroxiVooz,00:01:29
2023-01-01 15:29:00.000,MarmiteWine,00:00:46
2023-01-01 16:41:00.000,hoochyhag,00:02:40
2023-01-02 00:43:00.000,Floralnomad,00:00:58
2023-01-02 00:50:00.000,Drywhitefruitycidergin,00:01:25
2023-01-02 01:00:00.000,Sunbird24,00:00:37
2023-01-02 08:18:00.000,DadDadDad,00:01:16
2023-01-02 08:23:00.000,Welshwabbit,00:00:58
2023-01-02 08:34:00.000,Hepzibar,00:02:13
2023-01-02 08:40:00.000,Buttalapasta,00:01:06
2023-01-02 08:42:00.000,JoyDivisionOvenGlovesx,00:00:47
2023-01-02 08:54:00.000,Albaniarocks,00:00:34
2023-01-02 09:17:00.000,oviraptor21,00:00:53
2023-01-02 09:35:00.000,UmbilicusProfundus,00:00:49
2023-01-02 09:40:00.000,Readytostartagain,00:02:33
2023-01-02 17:26:00.000,hoochyhag,00:05:26
2023-01-02 20:24:00.000,MarmiteWine,00:00:39
2023-01-02 21:36:00.000,BlandSoup,00:01:44
2023-01-03 00:10:00.000,Drywhitefruitycidergin,00:01:25
2023-01-03 00:10:00.000,Sunbird24,00:00:36
2023-01-03 00:56:00.000,Floralnomad,00:01:22
2023-01-03 05:59:00.000,JoyDivisionOvenGlovesx,00:00:40
2023-01-03 06:32:00.000,Hepzibar,00:01:58
2023-01-03 07:35:00.000,DadDadDad,00:02:45
2023-01-03 08:11:00.000,Buttalapasta,00:01:47
2023-01-03 09:45:00.000,UmbilicusProfundus,00:01:12
2023-01-03 15:51:00.000,MarmiteWine,00:00:44
2023-01-03 16:33:00.000,Readytostartagain,00:01:47
2023-01-03 16:40:00.000,hoochyhag,00:06:49
2023-01-04 00:12:00.000,Sunbird24,00:00:44
2023-01-04 01:01:00.000,Floralnomad,00:01:20
2023-01-04 06:38:00.000,Hepzibar,00:01:31
2023-01-04 06:57:00.000,Drywhitefruitycidergin,00:02:42
2023-01-04 06:59:00.000,JoyDivisionOvenGlovesx,00:00:50
2023-01-04 07:36:00.000,DadDadDad,00:04:13
2023-01-04 08:24:00.000,Readytostartagain,00:02:21
2023-01-04 20:16:00.000,MarmiteWine,00:02:12
2023-01-04 20:29:00.000,Y7drama,00:01:13
2023-01-05 00:13:00.000,Floralnomad,00:01:27
2023-01-05 00:17:00.000,Drywhitefruitycidergin,00:01:57
2023-01-05 00:18:00.000,Sunbird24,00:00:38
2023-01-05 06:22:00.000,JoyDivisionOvenGlovesx,00:00:51
2023-01-05 07:16:00.000,DadDadDad,00:01:25
2023-01-05 07:54:00.000,Stokey,00:01:55
2023-01-05 18:34:00.000,Readytostartagain,00:01:34
2023-01-05 19:05:00.000,MarmiteWine,00:01:09
2023-01-05 19:27:00.000,Hepzibar,00:01:47
2023-01-06 00:06:00.000,bruffin,00:01:59
2023-01-06 00:13:00.000,FeinCuroxiVooz,00:01:43
2023-01-06 00:23:00.000,Drywhitefruitycidergin,00:05:24
2023-01-06 01:16:00.000,Floralnomad,00:01:13
2023-01-06 05:38:00.000,Sunbird24,00:00:53
2023-01-06 06:32:00.000,Hepzibar,00:02:30
2023-01-06 07:31:00.000,DadDadDad,00:02:05
2023-01-06 07:39:00.000,JoyDivisionOvenGlovesx,00:00:46
2023-01-06 08:08:00.000,Albaniarocks,00:00:46
2023-01-06 08:46:00.000,Readytostartagain,00:02:41
2023-01-06 08:57:00.000,Stokey,00:01:46
2023-01-06 09:39:00.000,Buttalapasta,00:01:25
2023-01-06 12:19:00.000,Squiz81,00:09:25
2023-01-06 19:33:00.000,MarmiteWine,00:00:44
2023-01-07 00:14:00.000,Sunbird24,00:00:44
2023-01-07 00:21:00.000,Drywhitefruitycidergin,00:02:10
2023-01-07 04:39:00.000,Pollywoddles,00:01:28
2023-01-07 08:33:00.000,Hepzibar,00:03:39
2023-01-07 08:54:00.000,Readytostartagain,00:02:38
2023-01-07 08:59:00.000,Stokey,00:01:33
2023-01-07 09:21:00.000,JoyDivisionOvenGlovesx,00:00:53
2023-01-07 10:48:00.000,DadDadDad,00:01:53
2023-01-07 10:50:00.000,Floralnomad,00:01:47
2023-01-07 18:41:00.000,MarmiteWine,00:01:21
2023-01-08 00:47:00.000,Floralnomad,00:00:49
2023-01-08 00:49:00.000,Drywhitefruitycidergin,00:00:43
2023-01-08 02:52:00.000,sanityisamyth,00:00:44
2023-01-08 03:11:00.000,Pollywoddles,00:01:41
2023-01-08 03:12:00.000,Y7drama,00:01:08
2023-01-08 08:14:00.000,JoyDivisionOvenGlovesx,00:00:40
2023-01-08 08:23:00.000,DadDadDad,00:01:09
2023-01-08 08:27:00.000,Hepzibar,00:01:31
2023-01-08 12:13:00.000,Readytostartagain,00:00:54
2023-01-08 16:27:00.000,MarmiteWine,00:00:52
2023-01-09 00:10:00.000,bruffin,00:01:05
2023-01-09 01:09:00.000,Floralnomad,00:01:02
2023-01-09 01:51:00.000,Drywhitefruitycidergin,00:01:27
2023-01-09 06:45:00.000,Hepzibar,00:02:31
2023-01-09 07:38:00.000,DadDadDad,00:01:20
2023-01-09 08:06:00.000,Stokey,00:01:29
2023-01-09 08:36:00.000,JoyDivisionOvenGlovesx,00:01:02
2023-01-09 16:20:00.000,Readytostartagain,00:01:38
2023-01-09 17:19:00.000,hoochyhag,00:03:42
2023-01-09 18:49:00.000,MarmiteWine,00:00:38
2023-01-09 20:59:00.000,IGoWalkingAfterMidnight,00:02:14
2023-01-09 21:23:00.000,Pollywoddles,00:02:53
2023-01-10 00:18:00.000,Drywhitefruitycidergin,00:01:09
2023-01-10 00:53:00.000,Floralnomad,00:01:14
2023-01-10 04:54:00.000,Pollywoddles,00:02:44
2023-01-10 05:55:00.000,JoyDivisionOvenGlovesx,00:00:50
2023-01-10 06:27:00.000,Hepzibar,00:02:52
2023-01-10 06:34:00.000,Buttalapasta,00:01:15
2023-01-10 07:02:00.000,bruffin,00:01:18
2023-01-10 07:25:00.000,DadDadDad,00:01:07
2023-01-10 08:10:00.000,Squiz81,00:01:17
2023-01-10 11:16:00.000,BlandSoup,00:01:54
2023-01-10 17:02:00.000,hoochyhag,00:03:26
2023-01-10 17:20:00.000,IGoWalkingAfterMidnight,00:01:12
2023-01-10 20:04:00.000,Readytostartagain,00:01:00
2023-01-10 20:17:00.000,MarmiteWine,00:00:48
2023-01-11 00:27:00.000,Floralnomad,00:00:50
2023-01-11 00:44:00.000,Drywhitefruitycidergin,00:01:46
2023-01-11 05:54:00.000,JoyDivisionOvenGlovesx,00:00:51
2023-01-11 06:30:00.000,Hepzibar,00:01:37
2023-01-11 07:17:00.000,DadDadDad,00:01:38
2023-01-11 07:39:00.000,oviraptor21,00:06:55
2023-01-11 11:33:00.000,Pollywoddles,00:01:20
2023-01-11 13:37:00.000,BlandSoup,00:01:30
2023-01-11 16:42:00.000,Readytostartagain,00:01:27
2023-01-11 17:59:00.000,MarmiteWine,00:00:38
2023-01-11 20:13:00.000,IGoWalkingAfterMidnight,00:01:50
2023-01-11 23:14:00.000,UmbilicusProfundus,00:01:03
2023-01-12 00:33:00.000,Floralnomad,00:01:16
2023-01-12 00:50:00.000,Drywhitefruitycidergin,00:04:08
2023-01-12 06:01:00.000,JoyDivisionOvenGlovesx,00:00:47
2023-01-12 06:29:00.000,Hepzibar,00:02:28
2023-01-12 06:45:00.000,Buttalapasta,00:02:20
2023-01-12 07:22:00.000,DadDadDad,00:01:49
2023-01-12 07:37:00.000,UmbilicusProfundus,00:03:03
2023-01-12 08:14:00.000,Stokey,00:02:03
2023-01-12 08:22:00.000,Readytostartagain,00:01:31
2023-01-12 08:29:00.000,Welshwabbit,00:01:24
2023-01-12 11:37:00.000,Pollywoddles,00:02:22
2023-01-12 18:20:00.000,Squiz81,00:02:21
2023-01-12 20:51:00.000,IGoWalkingAfterMidnight,00:01:50
2023-01-13 00:01:00.000,MarmiteWine,00:00:52
2023-01-13 00:15:00.000,Floralnomad,00:01:18
2023-01-13 06:20:00.000,Hepzibar,00:01:28
2023-01-13 07:05:00.000,DadDadDad,00:02:47
2023-01-13 07:06:00.000,oviraptor21,00:00:58
2023-01-13 07:07:00.000,Buttalapasta,00:01:00
2023-01-13 08:14:00.000,Stokey,00:01:56
2023-01-13 08:21:00.000,Readytostartagain,00:01:35
2023-01-13 10:49:00.000,Piemam,00:01:09
2023-01-13 14:05:00.000,UmbilicusProfundus,00:01:22
2023-01-13 16:29:00.000,hoochyhag,00:02:17
2023-01-13 17:01:00.000,IGoWalkingAfterMidnight,00:01:35
2023-01-13 17:07:00.000,LaChatte,00:00:49
2023-01-14 00:20:00.000,Floralnomad,00:01:14
2023-01-14 03:36:00.000,Pollywoddles,00:04:02
2023-01-14 07:16:00.000,Buttalapasta,00:03:11
2023-01-14 07:51:00.000,JoyDivisionOvenGlovesx,00:00:59
2023-01-14 08:08:00.000,Drywhitefruitycidergin,00:02:07
2023-01-14 08:10:00.000,Albaniarocks,00:00:52
2023-01-14 08:14:00.000,Hepzibar,00:01:45
2023-01-14 08:16:00.000,Readytostartagain,00:01:37
2023-01-14 08:25:00.000,oviraptor21,00:00:59
2023-01-14 08:43:00.000,DadDadDad,00:02:23
2023-01-14 10:43:00.000,MarmiteWine,00:01:21
2023-01-14 11:08:00.000,Piemam,00:00:53
2023-01-14 14:18:00.000,Stokey,00:02:45
2023-01-14 17:32:00.000,hoochyhag,00:05:29
2023-01-14 21:40:00.000,IGoWalkingAfterMidnight,00:02:10
2023-01-15 01:30:00.000,Floralnomad,00:01:50
2023-01-15 07:06:00.000,Hepzibar,00:03:26
2023-01-15 08:03:00.000,Albaniarocks,00:01:25
2023-01-15 09:09:00.000,JoyDivisionOvenGlovesx,00:01:11
2023-01-15 09:16:00.000,Readytostartagain,00:03:53
2023-01-15 09:25:00.000,DadDadDad,00:06:38
2023-01-15 10:13:00.000,IGoWalkingAfterMidnight,00:06:05
2023-01-15 10:54:00.000,Drywhitefruitycidergin,00:04:11
2023-01-15 11:11:00.000,WoeBeCome,00:03:11
2023-01-15 17:00:00.000,hoochyhag,00:08:41
2023-01-15 17:41:00.000,Stokey,00:01:52
2023-01-15 18:18:00.000,MarmiteWine,00:01:57
2023-01-16 00:07:00.000,Pollywoddles,00:01:16
2023-01-16 00:09:00.000,Drywhitefruitycidergin,00:01:50
2023-01-16 00:11:00.000,Floralnomad,00:01:30
2023-01-16 00:54:00.000,FeinCuroxiVooz,00:01:24
2023-01-16 04:47:00.000,JoyDivisionOvenGlovesx,00:00:49
2023-01-16 06:22:00.000,Hepzibar,00:02:13
2023-01-16 07:20:00.000,DadDadDad,00:01:32
2023-01-16 07:34:00.000,Albaniarocks,00:00:51
2023-01-16 08:56:00.000,Readytostartagain,00:02:03
2023-01-16 10:58:00.000,Stokey,00:02:57
2023-01-16 14:09:00.000,WoeBeCome,00:01:47
2023-01-16 16:47:00.000,hoochyhag,00:03:48
2023-01-16 18:18:00.000,MarmiteWine,00:00:57
2023-01-17 00:15:00.000,Floralnomad,00:00:48
2023-01-17 00:21:00.000,Drywhitefruitycidergin,00:01:04
2023-01-17 06:19:00.000,JoyDivisionOvenGlovesx,00:00:48
2023-01-17 06:48:00.000,FeinCuroxiVooz,00:01:29
2023-01-17 07:10:00.000,Buttalapasta,00:01:26
2023-01-17 07:51:00.000,Stokey,00:01:09
2023-01-17 09:03:00.000,DadDadDad,00:01:03
2023-01-17 11:22:00.000,Pollywoddles,00:01:03
2023-01-17 16:51:00.000,hoochyhag,00:02:25
2023-01-17 17:24:00.000,Readytostartagain,00:01:03
2023-01-17 18:20:00.000,IGoWalkingAfterMidnight,00:00:59
2023-01-17 19:54:00.000,MarmiteWine,00:00:51
2023-01-18 00:05:00.000,Floralnomad,00:01:41
2023-01-18 00:07:00.000,Pollywoddles,00:01:49
2023-01-18 00:20:00.000,Drywhitefruitycidergin,00:02:18
2023-01-18 05:57:00.000,JoyDivisionOvenGlovesx,00:00:50
2023-01-18 06:05:00.000,Welshwabbit,00:01:02
2023-01-18 06:21:00.000,Hepzibar,00:03:34
2023-01-18 07:27:00.000,Stokey,00:01:39
2023-01-18 07:30:00.000,DadDadDad,00:01:31
2023-01-18 08:35:00.000,Readytostartagain,00:01:19
2023-01-18 16:25:00.000,hoochyhag,00:04:04
2023-01-18 17:08:00.000,IGoWalkingAfterMidnight,00:01:22
2023-01-18 19:38:00.000,MarmiteWine,00:01:21
2023-01-19 00:08:00.000,Floralnomad,00:01:00
2023-01-19 06:09:00.000,Hepzibar,00:02:58
2023-01-19 06:26:00.000,JoyDivisionOvenGlovesx,00:01:17
2023-01-19 07:04:00.000,oviraptor21,00:00:58
2023-01-19 07:13:00.000,Drywhitefruitycidergin,00:01:23
2023-01-19 08:03:00.000,Stokey,00:02:16
2023-01-19 12:39:00.000,Albaniarocks,00:00:52
2023-01-19 17:06:00.000,hoochyhag,00:02:30
2023-01-19 17:28:00.000,IGoWalkingAfterMidnight,00:02:00
2023-01-19 17:31:00.000,Readytostartagain,00:01:12
2023-01-19 18:20:00.000,MarmiteWine,00:00:48
2023-01-19 18:50:00.000,DadDadDad,00:01:35
2023-01-20 00:25:00.000,Floralnomad,00:01:36
2023-01-20 00:38:00.000,Drywhitefruitycidergin,00:02:43
2023-01-20 05:33:00.000,JoyDivisionOvenGlovesx,00:01:29
2023-01-20 06:30:00.000,Hepzibar,00:03:40
2023-01-20 06:47:00.000,Buttalapasta,00:02:01
2023-01-20 08:16:00.000,DadDadDad,00:04:11
2023-01-20 08:48:00.000,Readytostartagain,00:01:52
2023-01-20 09:00:00.000,Stokey,00:01:36
2023-01-20 10:33:00.000,Albaniarocks,00:01:08
2023-01-20 16:21:00.000,hoochyhag,00:08:46
2023-01-20 16:43:00.000,IGoWalkingAfterMidnight,00:02:23
2023-01-20 19:29:00.000,WoeBeCome,00:02:36
2023-01-20 19:38:00.000,MarmiteWine,00:01:02
2023-01-21 00:16:00.000,DadDadDad,00:02:07
2023-01-21 01:11:00.000,Floralnomad,00:01:56
2023-01-21 06:51:00.000,Buttalapasta,00:02:02
2023-01-21 06:55:00.000,JoyDivisionOvenGlovesx,00:01:28
2023-01-21 07:40:00.000,Hepzibar,00:04:19
2023-01-21 08:06:00.000,Drywhitefruitycidergin,00:08:20
2023-01-21 10:28:00.000,Stokey,00:01:24
2023-01-21 11:36:00.000,IGoWalkingAfterMidnight,00:02:48
2023-01-21 11:51:00.000,Readytostartagain,00:02:18
2023-01-21 11:57:00.000,MarmiteWine,00:01:40
2023-01-21 12:37:00.000,oviraptor21,00:01:53
2023-01-21 17:39:00.000,hoochyhag,00:11:17
2023-01-22 06:08:00.000,JoyDivisionOvenGlovesx,00:00:49
2023-01-22 06:41:00.000,Buttalapasta,00:02:34
2023-01-22 08:22:00.000,oviraptor21,00:01:30
2023-01-22 08:27:00.000,Hepzibar,00:02:58
2023-01-22 08:48:00.000,DadDadDad,00:05:06
2023-01-22 10:50:00.000,IGoWalkingAfterMidnight,00:02:36
2023-01-22 11:21:00.000,Floralnomad,00:01:56
2023-01-22 12:12:00.000,Albaniarocks,00:01:06
2023-01-22 12:15:00.000,Readytostartagain,00:04:46
2023-01-22 16:58:00.000,hoochyhag,00:06:11
2023-01-22 17:27:00.000,MarmiteWine,00:01:59
2023-01-22 19:35:00.000,Drywhitefruitycidergin,00:02:43
2023-01-23 00:07:00.000,Floralnomad,00:01:25
2023-01-23 00:18:00.000,Drywhitefruitycidergin,00:01:41
2023-01-23 05:40:00.000,JoyDivisionOvenGlovesx,00:01:13
2023-01-23 06:23:00.000,Hepzibar,00:02:49
2023-01-23 06:35:00.000,Buttalapasta,00:02:45
2023-01-23 08:18:00.000,DadDadDad,00:01:05
2023-01-23 08:27:00.000,Readytostartagain,00:01:13
2023-01-23 10:04:00.000,WoeBeCome,00:01:19
2023-01-23 12:32:00.000,Albaniarocks,00:01:05
2023-01-23 15:44:00.000,MarmiteWine,00:01:34
2023-01-23 17:03:00.000,hoochyhag,00:05:14
2023-01-23 21:25:00.000,IGoWalkingAfterMidnight,00:06:40
2023-01-24 00:07:00.000,Floralnomad,00:01:10
2023-01-24 00:11:00.000,Drywhitefruitycidergin,00:02:40
2023-01-24 05:55:00.000,sanityisamyth,00:01:18
2023-01-24 06:41:00.000,Buttalapasta,00:02:27
2023-01-24 06:42:00.000,Hepzibar,00:02:26
2023-01-24 07:02:00.000,DadDadDad,00:01:33
2023-01-24 07:21:00.000,oviraptor21,00:00:57
2023-01-24 07:33:00.000,JoyDivisionOvenGlovesx,00:00:40
2023-01-24 07:33:00.000,Stokey,00:01:29
2023-01-24 08:21:00.000,Squiz81,00:00:49
2023-01-24 08:25:00.000,Readytostartagain,00:00:56
